series,title,summary,overall_design,relation,n_samples,platform_id,is_superseries
GSE29561,Response prediction to neoadjuvant chemotherapy,"We investigated whether we could identify gene expression profiles in initial core biopsies of breast cancer samples that would permit to a) predict a clinically meaningful response to Epi/Doc in terms of tumor size reduction, b) predict a profound reduction in intratumoral Ki67 protein expression, and c) predict an in vitro response to Epi/Doc in the ATP-TCA.",22 Samples from breast cancer patients with corresponding treatment response indicators,,22,GPL96,0
GSE50614,"A Randomized, Placebo-Controlled Study to Evaluate SRT2104, a Selective SIRT1 Activator, in Patients with Moderate to Severe Psoriasis","Activation of Sirtuin (silent mating type information regulation 2 homolog) 1, or SIRT1, is an unexplored therapeutic approach for treatment of inflammatory diseases. The goal of this study was to evaluate the clinical activity and tolerability of multiple doses of SRT2104, a selective activator of SIRT1, in patients with moderate to severe psoriasis after day 84 of treatment. Forty patients were randomized 4:1 to three escalating doses of SRT2104 (250, 500, 1000 mg/d SRT2104 or placebo). Across all SRT2104 groups, 34.6% of patients (9 out of 26; 90% CI 18.0%-54.2%, p<0.0001) achieved good to excellent histological improvement based on skin biopsies taken at baseline and day 84.  To evaluate the changes in expression profile with treatment and to identify pathways involved in histological improvement, a subset of 22 Pre and Post treatment biopsies from 11 patients (4 Placebo, 7 Active Treatment) were hybridized to hgu133plus2 chips. Improvement in histology was associated with modulation of IL-17 and TNF-_ signaling pathways and keratinocyte differentiation target genes. Various studies suggest a crucial role of TNF_ and IL-17 in psoriasis pathogenesis and IL-17/TNF_ synergism induces a strong induction of differentially expressed genes in psoriasis, thus advocating a crucial role of IL-17/TNF_ combination in the molecular basis of disease (Chiricozzi et al., 2010).  In the current study, broad scale gene expression profiling revealed that SRT2104 significantly reduced known IL-17 and TNF_ responsive genes including SERPINB4, S100A12, SERPINB3, kynu etc. even though the sample size for this analysis was small. One of the most highly modulated genes by SRT2104 included Kynu, a gene that regulates tryptophan metabolism, known to confer antibacterial effector functions (Daubener and MacKenzie, 1999). Interestingly kynu is part of the etanercept residual genomic profile that is not modulated by etanercept therapy even though clinical efficacy is achieved. Possibly, SRT2104 may be modulating the lipid barrier of the epidermis of psoriatic skin via modulation of keratinocyte diferentiation genes, which would be consistent with the observed improvement in skin histology. These results indicate a combinatorial effect of SRT2104 on TNF_, and IL-17 inflammatory signaling pathways and keratinocyte differentiation that could be a contributing factor towards improvement in clinical scores by the SIRT1 activator, SRT2104.","Paired  Pre (Day 1) and Post (Day 84) Treatment samples were obtained from 4 Placebo Patients and 7 patients treated with SRT2104 at 3 different doses (250, 500, 1000 mg).",,22,GPL570,0
GSE26637,Adipose tissue transcriptome in insulin resistance,5 arrays from obese insulin-resistant and lean insulin-sensitive females adipose tissue at fasting and after 3h hyperinsulinemia,"5 arrays from obese insulin-resistant and lean insulin-sensitive females adipose tissue at fasting and after 3h hyperinsulinemia
FIR x 5, FIS x 5, HIR x 5, HIS x 5
F=fasting, H=hyperinsulinemia, IR=Insulin-resistant, IS=Insulin-sensitive (FIR, FIS, HIR, HIS)",,20,GPL570,0
GSE93984,Expression data from DLBCL tumor biopsies,"Diffuse large B-cell lymphoma (DLBCL) and follicular lymphoma (FL) are the most prevalent B-lymphocyte neoplasms in which abnormal activation of the Bruton’s tyrosine kinase (BTK)–mediated B-cell receptor (BCR) signaling pathway contributes to pathogenesis. Ibrutinib is an oral covalent BTK inhibitor that has shown some efficacy in both indications. To improve ibrutinib efficacy through combination therapy, we first investigated differential gene expression in parental and ibrutinib-resistant cell lines to better understand the mechanisms of resistance. Ibrutinib-resistant TMD8 cells had higher BCL2 gene expression and increased sensitivity to ABT-199, a BCL-2 inhibitor. Consistently, clinical samples from ABC-DLBCL patients who experienced poorer response to ibrutinib had higher BCL2 gene expression. We further demonstrated synergistic growth suppression by ibrutinib and ABT-199 in multiple ABC-DLBCL, GCB-DLBCL, and FL lymphoma cell lines. The combination of both drugs also reduced colony formation, increased apoptosis, and inhibited tumor growth in a TMD8 xenograft model. A synergistic combination effect was also found in ibrutinib-resistant cells generated by either genetic mutation or drug treatment. Together, these findings suggest a potential clinical benefit from ibrutinib and ABT-199 combination therapy.","Gene expression in ibrutinib pretreated tumor biopsy samples from ABC-DLBCL patients was detected by U133 plus 2.0 arrays and the correlation of BCL2 expression and patient response to ibrutinib or PFS after ibrutinib treatment was analyzed. There are total 28 ABC-DLBCL samples. 17 of them are non-responders (PD+SD) and 11 of them are responders (PR+CR). For this analysis restricted to ABC-DLBCL subtype, only the ABC-DLBCL samples were used and normalized separately.

Data was processed with all subsets of DLBCL samples (60 samples) and also separately for 28 ABC-DLBCL samples ('re-analysis' samples).

The values in the sample 'characteristics' field represent:
response:
CR=complete response, PR=partial response, SD=stable disease, PD=progression disease
class:
NR=non-responder, RR=responder
subtype:
ABC=ABC-DLBCL, GCB=GCB-DLBCL, UNC=unclassified subtype
progression_free_survival_censor:
censored case = 1; event (death/progression) = 0 in the censoring variable for the progression free survival analysis",SubSeries of: GSE93986,88,GPL570,0
GSE46819,Inhibitor of apoptosis protein antagonist BV6 – potential for new combinatorial treatment strategies in acute myeloid leukemia,"Apoptosis is deregulated in most, if not all, cancers, including hematological malignancies. In this study, we wanted to test whether primary acute myeloid leukemia (AML) samples are sensitive for inhibitor of apoptosis (IAP) protein antagonist treatment in vitro, and which AML subgroup might profit most from such a novel therapeutic strategy. We treated diagnostic samples of 67 adult AML patients with either cytarabine (ara-C) or IAP antagonist BV6 and correlated sensitivity with clinical, cytogenetic and molecular markers, and expression levels of selected genes involved in apoptosis. Primary AML samples showed differential sensitivity to treatment with either ara-C (40% sensitive, 17% intermediate, 43% resistant) or BV6 (51% sensitive, 21% intermediate, 28% resistant). Notably, 69% of ara-C resistant samples showed a good to fair response to IAP inhibition. Furthermore, combination treatment of ara-C with BV6 showed additive effects in most samples. Differences in sensitivity to IAP antagonist treatment correlated with significantly elevated expression levels of TNF and lower levels of XIAP in BV6 sensitive samples, as well as with NPM1 mutations. Gene expression profiling pointed to apoptosis-related pathways, which were specifically induced by IAP inhibition in sensitive samples. Thus, our results suggest IAP inhibition as a potential novel therapeutic option in AML.","Gene expression was profiled in 24 AML samples [n=12 untreated, diagnostic samples of BV6 resistant (n=6) and sensitive (n=6) cases; n=6 paired samples (BV6 sensitive n=3 and resistant n=3 cases) treated for 24 hours with either DMSO or BV6].",,24,GPL570,0
GSE38680,GAA deficiency (Pompe Disease) in infantile-onset patients,"Pompe disease is a genetic disorder resulting from a deficiency of lysosomal acid alpha-glucosidase (GAA) that manifests as a clinical spectrum with regard to symptom severity and rate of progression. In this study, we used microarrays to examine gene expression from the muscle of two cohorts of infantile-onset Pompe patients to identify transcriptional differences that may contribute to the disease phenotype. We found strong similarities among the gene expression profiles generated from biceps and quadriceps, and identified a number of signaling pathways altered in both cohorts. We also found that infantile-onset Pompe patient muscle had a gene expression pattern characteristic of immature or regenerating muscle, and exhibited many transcriptional markers of inflammation, despite having few overt signs of inflammatory infiltrate. Further, we identified genes exhibiting correlation between expression at baseline and response to therapy. This combined dataset can serve as a foundation for biological discovery and biomarker development to improve the treatment of Pompe disease.","Biceps biopsies from 9 infantile-onset Pompe patients and 10 controls were compared.  In a separate experiment, quadriceps biopsies from 11 Pompe patients at either 0, 12, or 52 weeks after the initiation of treatment with rhGAA were compared to quadriceps biopsies from 7 controls.  No technical replicates were included.",,58,GPL570,0
GSE42924,Expression data from immature dendritic cells (iDC) expressing HIV-1 Tat alleles and mutants,"HIV-1 Tat induces the expression of interferon (IFN)-inducible genes in immature dendritic cells (iDC) in the absence of IFN production. We evaluated how three alleles of Tat and some Tat mutants differ in cellular gene modulation and whether a similar gene induction pattern could be detected by treating cells with IFN’s.  The three alleles and mutants, with the exception of mutants TatSF21-47 and TatSF2G48-R57A that do not localize in the nucleous, modulated to different degrees IFN-inducible genes without concomitant induction of IFN’s. The first exon TatSF21-72 and the minimal transactivator TatSF21-58, all induced genes to a significantly greater extent than full-length Tat. The 2nd exon appears to diminish the gene modulation that can be observed when the first exon alone is expressed.
We investigated the effect of various Tat alleles and mutants on host cell gene expression in immature dendritic cells (iDC). The cells were infected with adenoviruses expressing the Tat constructs.","The Tat alleles and mutants are under a tetracycline inducible promoter and are expressed only in cells co-infected with Ad-tTA, which expresses the tetracycline responsive transactivator. 10e6 iDC were infected with 5 plague forming units per cell of the adenoviruses and cells were collected  10 and 20 hours post-infection. RNA was isolated and mRNA expression levels were analyzed by microarrays. As controls we used cells that were left uninfected and cells that were infected with Ad-LacZ, which expresses beta-galactosidase.",SubSeries of: GSE42926,22,GPL570,0
GSE15258,Whole blood transcript profiling of rheumatoid arthritis patients,The whole blood was collected pre-treatment from rheumatoid arthritis patients starting the anti_TNF therapy. All patients were naïve to anti_TNFs. The disease activity was measured using the DAS28 score at the pre-treatment visit1 (DAS28_v1)  and 14 weeks after treatment visit3 (DAS28_v3). The response to the therapy was evaluated using the EULAR [European League Against Rheumatism] definition of the response. The objective of the data analysis was to identify gene expression coorelating with response as well as to identify genes that differentiate responders versus non-responders pre-treatment. The results of this investigation identified 8 trainscripts that predict responders vs. non-responders with 89% accuracy.,"Patients' response to anti-TNF was assessed using EULAR score and patients were classified as responders, moderate responders and non-responders. Genes correlating with the response status have been identified.",,86,GPL570,0
GSE64085,MYC-negative BL frequent in posttransplant patients (expression),"We performed genomic and transcriptomic analysis of seven cases of molecular Burkitt lymphoma (mBL) developed in immunosuppressed patients who underwent solid organ transplantation. Interestingly, three cases (43%) were MYC-translocation-negative and revealed the 11q-gain/loss aberration recently identified in 3% of mBL developed in immunocompetent hosts.1 Based on array CGH data, minimal gain and loss regions of 11q (MGR/~4Mb and MLR/~13.5Mb, respectively) were defined and integrative genomic and transcriptomic analysis identified 35 differentially expressed genes, when compared with classic BL. All 16 MGR-dysregulated genes were upregulated, including cancer related USP2, CBL and PAFAH1B2. As expected, all 19 MGL-dysregulated genes were downregulated and two of them, TBRG1 and EI24, are potential tumor suppressor genes. Interestingly, the vast majority of dysregulated 11q23-q25 genes are involved in the MYC and TP53 networks. We hypothesize that the 11q-gain/loss aberration represents a “molecular variant” of t(8q24/MYC) and affects the same pathological pathways as the MYC oncogene.","Seven cases of PTLD with BL features were selected from a cohort of 174 posttransplant patients diagnosed with PTLD between 1989 and 2012 at the University Hospitals of KU Leuven (Leuven, Belgium). In addition, five classic BL cases were selected as immunocompetent controls (IC-BL). Morphologic, immunophenotypic, clinical and cytogenetic characteristics of the selected cases were reviewed.",SubSeries of: GSE64086,12,GPL570,0
GSE23640,Gene-expression profile of breast cancer cell lines and sorted breast cancer epithelial cells,"Most of the breast cancer samples used in clinical research contain multiple cell types other than epithelial cells alone. The non-epithelial cell types have have a substantial effect on the gene expression-profile, which is used to define molecular subtypes of the tumours. The purpose of this data set is to retrieve gene-expression profile within tumour epithelial cells. We collected 9 breast cancer epithelial cell lines and 5 tumour sampes from which epithelial cells were sorted and enriched using BerEp4 antibody coated beads. We profiled the mRNA expression level of these samples and classified probe sets into epithelial genes which were those genes with present calls in at least 50% of the samples. Then we derived an 23-gene signature based on only the epithelial genes to stratify breast cancer.",Gene-expression profile analysis of 9 breast cancer epithelial cell lines and 5 tumour epithelium samples purified using BerEp4 antibody coated beads.,,14,GPL570,0
GSE52735,Gene signature predictive of response to chemotherapy in mCRC [array],The objective is to generate a robust and validated predictor profile for chemotherapy response in patients with mCRC using microarray gene expression profiles of primary colorectal cancer tissue.,"To define a gene signature of response to chemotherapy in metastatic colorectal cancer, samples were obtained from 40 patients from Marques de Valdecilla Hospital who underwent primary surgery. Gene expression was detected and quantified using the Human Whole Genome U133 Plus 2.0 array (Affymetrix), containing 54675 human gene probes. Adequate RNA and microarray analysis were obtained from only 37 patients.",SubSeries of: GSE52847,37,GPL570,0
GSE39133,Gene expression profiling of microdissected HRS cells,Hodgkin lymphoma is derived from germinal center / post-germinal center B cells.,Gene expression profilies of micodissected Hodkin Reed Sternberg cells (n=29) were compared to microdissected germinal centers (n=5),,34,GPL570,0
GSE84334,Gene expression analysis of DAC treated AML: high impact or tumor suppressor gene expression changes,"DAC represents a therapeutic option for elderly AML patients. However, there is still a lack of data for valid biomarkers in respect to response. We executed a gene expression analysis prior to treatment to evaluate gene expression patterns associated with response that might be used to predict DAC therapy outcome. In our cohort an objective ORR of 27% was seen. In a class comparison analysis 333 genes were identified that correlated significantly with response. In this gene signature genes that were prior associated with adverse outcome to regular chemotherapy were enriched in the response group. Interistingly for the non response cohort TSG showed an increased expression, suggesting that epigenetic silencing due to promoter hypermethylation might play a lesser role in theses leukemia pathogenesis.","Gene expression was profiled in 45 AML samples in DAC treated patients prior to therapy. Response n=20, non response n=18, unknown n=7)",,45,GPL570,0
GSE28694,Differentially expressed genes after treatment with chemotherapy in breast cancer and their correlation with pathologic good response (Miller & Payne grades 4 and 5),"The aim of this study was to compare the gene expression profile changes breast tumors after the treatment with Anthracyclines and Taxanes. To this end, an oligonucleotide microarray was performed (Affymetrix’s HG-U133 Plus 2.0 array). This gene expression study was carried out on the biopsied tumor samples previous being treated with chemotherapy, and subsequently compared with themselves once treatment schedule ended. The post-chemotherapy biopsy was obtained from the surgical piece. The goal of this study was the finding of several genes related to apoptosis, proliferation, differentiation, survival and transformation-related genes and correlating their differences in expression with the degree of response to chemotherapy, determined by the Miller and Payne histological grading system.","After informed consent, patients with a histologically confirmed diagnosis of breast cancer and scheduled chemotherapy treatment based on Anthracyclines and Taxanes (Treatment A: Epirubicin 90 mg/m2-Cyclophosphamide 600 mg/m2, 3 cycles bi-weekly and Taxol 150 mg/m2-Gemcitabine 2500 mg/m2, 6 cycles bi-weekly ± weekly Herceptin 4 mg/Kg during the first week, 2 mg/Kg for the remaining 11 cycles; Treatment B: Doxorubicin 60 mg/m2-Pemetrexed 500 mg/m2, 4 cycles tri-weekly and Taxotere 100 mg/m2, 4 cycles tri-weekly; Treatment C: Doxorubicin 60 mg/m2-Cyclophosphamide 600 mg/m2, 4 cycles tri-weekly and Taxotere 100 mg/m2, 4 cycles tri-weekly) were recruited for this study. Pre-chemotherapy and post-chemotherapy biopsies were examined by a pathologist who determined the Miller & Payne grade for each patient. Matching pairs of pre-chemotherapy and post-chemotherapy samples were divided into 3 groups according to Miller & Payne grade: group of bad response (Miller & Payne grades 1 and 2), group of mid response (Miller & Payne grade 3) and group of good response (Miller & Payne grades 4 and 5). Gene expression analysis was performed in paired samples as follows: bad response group post-chemotherapy biopsy vs pre-chemotherapy biopsy (Bad Final vs Initial). For this assay were necessary 13 samples being chosen according to histopathologic criteria (Miller & Payne grades 4 and 5). Of them, 10 samples were paired and 3 pre-chemotherapy samples from patients that experienced a good response to chemotherapy were also included in this experimental series. Other comparisons in which this group of samples was involved include: Initial Bad vs Good, Initial Good vs Mid, Final Mid vs Good and Final Bad vs Good. This gene expression profiling was carried out making use of Affymetrix’s GeneChip technology, with the Affymetrix’s HG-U133 Plus 2.0 array from this provider. All the protocols and apparatus were recommended by Affymetrix. Total RNA from frozen mammary tumors was directly extracted by a RNeasy Mini kit and homogenized by QIAshredder columns under manufacturer’s instructions. The quality and quantity of the obtained RNA, was checked out through agarose electrophoresis and later spectrophotometry at 260/280 nm. Biotinylated cRNA was synthesized following the IVT labeling kit from Affymetrix and purified by the GeneChip Sample Cleanup Module from Affymetrix. Once again, the quality and quantity of the obtained cRNA, was checked out through agarose electrophoresis and posterior spectrophotometry at 260/280 nm. After hybridization, slides were washed and scanned following the manufacturer’s standard protocol. Intensity values were normalized by Robust Multichip Average method and subsequently these were filtered for remove the control sequences and those with a hybridization signal near to background. The spike controls were: BioB, BioC, BioD and Cre; because BioB was the less presented in the samples, it was used to estimate the sensitivity of the experiment. The housekeeping control was GAPDH. After non-supervised PCA analysis and clustering, gene expression statistical significances were identified by two regression models taking into account the pathologic response to chemotherapy and if the sample was obtained before or after chemotherapy treatment. Supervised PCA analysis and clustering were performed with processed data. Partek Genomics Suite v7.3.1 (Partek) software was employed for the statistic analysis and clustering.",SubSeries of: GSE28844,13,GPL570,0
GSE58093,"Low-dose, long-wave UV light does not affect gene expression of human mesenchymal stem cells","This experiment was conducted to test multiple hypotheses: 1) long-wave 365 nm UV light exposure at low fluences does not alter gene expression of hMSC, 2) presence of radical species during polymerization causes DNA damage in hMSC, 3) 3D encapsulation of hMSC causes changes in gene expression of hMSC compared with traditional 2D culture, 4) Differencesin 3D hydrogel networks induce gene expression changes in hMSC
The first publication derived from this data set concerns UV exposure and reactive radical species. Light is a non-invasive tool that is widely used in a range of biomedical applications.  Techniques such as photopolymerization, photodegradation and photouncaging can be used to alter the chemical and physical properties of biomaterials in the presence of live cells. Long-wave UV light is an easily accessible and commonly used wavelength.  Although exposure to low doses of long-wave UV light is generally accepted as biocompatible, most studies only investigate cell viability, ignoring other possible non-toxic effects. Since light exposure could potentially induce phenotypic changes (i.e. if damage repair mechanisms are activated), we examined changes in gene expression of human mesenchymal stem cells exposed to light under various 2D and 3D culture conditions. While exposure to long-wave UV light did not induce any significant changes in gene expression regardless of culture conditions, significant changes were observed due to scaffold fabrication chemistry and between cells plated in 2D versus 3D scaffolds.","In total, 24 samples were analyzed. Three different culture conditions were created: 2D(plated), 3DR (encapsulated, radical polymerization), and 3DC (encapsulated, conjugate addition). Each culture condition was further subjected to UV radiation or no UV radiation, for 6 total experimental groups. Each experimental group was performed in triplicate. The 2D experimental groups, with and without UV, were additionally performed twice, once simultaneously with the 3DR samples, and once simultaneously with the 3DC samples. 3DR: encapsulated cells using radical polymerization (APS/TEMED) in a poly(ethylene glycol) (MW=4,000 g/mol) hydrogel in PBS. 3DC: encapsulated cells using conjugate addition with a four-arm PEG-Thiol (pentaerythritol tetrakis(3-mercaptopropionate) (PETMP) ) as the cross-linker in PBS.",,24,GPL570,0
GSE75132,"TMEM45A, SERPINB5 and p16INK4A transcript levels are predictive for development of high-grade cervical lesions","Women persistently infected with human papillomavirus (HPV) type 16 are at high risk for development of cervical intraepithelial neoplasia grade 3 or cervical cancer (CIN3+). We aimed to identify biomarkers for progression to CIN3+ in women with persistent HPV16 infection. In this prospective study, 11,088 women aged 20–29 years were enrolled during 1991-1993, and re-invited for a second visit two years later. Cervical cytology samples obtained at both visits were tested for HPV DNA by Hybrid Capture 2 (HC2), and HC2-positive samples were genotyped by INNO-LiPA. The cohort was followed for up to 19 years via a national pathology register. To identify markers for progression to CIN3+, we performed microarray analysis on RNA extracted from cervical swabs of 30 women with persistent HPV16-infection and 11 HPV-negative women. After further validation, we found that high mRNA expression levels of TMEM45A, SERPINB5 and p16INK4a were associated with increased risk of CIN3+ in persistently HPV16-infected women.",We aimed at identifying genes differentially expressed in women with persistent HPV16 infection that either progressed to CIN3+ or not. As a test of principle we first compared HPV16 persistently infected women with HPV-negative women.,,41,GPL570,0
GSE80342,Pilot open label clinical trial of oral ruxolitinib in patients with alopecia areata,"This goal of these studies were to examine gene expression profiles of skin from patients with alopecia areata undergoing treatment with oral ruxoltinib.
Microarray analysis was performed to assess changes in gene expression in affected scalp skin.","Twelve patients were recruited for this study.  Scalp skin biopsies were performed at baseline and at twelve weeks following the initiation of 20 mg BID ruxolitinib PO.  In addition, biopsies were taken prior to twelve weeks of treatment in some cases.  Biopsies from three healthy controls were also included in the dataset.",,31,GPL570,0
GSE15913,Thalidomide Exerts Distinct Molecular Antileukemic Effects,"Thalidomide Exerts Distinct Molecular Antileukemic Effects and Combined Thalidomide/Fludarabine Therapy is Clinically Effective in High-Risk Chronic Lymphocytic Leukemia

Background: Thalidomide represents a promising immunomodulatory drug that targets both leukemia cells and the tumor microenvironment.
Methods: We treated chronic lymphocytic leukemia (CLL) patients with a combined thalidomide/fludarabine regimen and monitored cellular and molecular changes induced by thalidomide in-vivo prior to fludarabine treatment. Thalidomide was given daily (100mg p.o./day) and fludarabine was administered on days 7-11 (25 mg/m² i.v./day) within each 4-week cycle (maximum of 6 cycles). Twenty patients received thalidomide/fludarabine as first line therapy and 20 patients were previously treated. Unmutated IgVH mutation status was found in 36 cases and 13 had high-risk cytogenetic aberrations (deletion of 17p13 or 11q22-q23).
Results: The overall response rate was 80% and 25% for untreated and previously treated patients, respectively. While thalidomide effectively reduced the number of CLL cells, the number of CD3 lymphocytes showed no significant change, but the number of CD4+CD25hiFOXP3+ T-regulatory cells was significantly decreased. Gene expression profiling revealed a thalidomide induced signature containing both targets known to play a role in immunomodulatory drug action as well as novel candidate genes.
Conclusions: Combined thalidomide/fludarabine therapy demonstrated efficacy in high-risk CLL patients. Furthermore, our study provides novel biological insights into thalidomide effect, which might act by enhancing apoptosis of CLL cells and reducing Tregs, thereby enabling T-cell dependent anti-tumor effect.","Patients (""preTHAL"") received thalidomide (100mg p.o./day) starting at day 0 and at day 7 Fludarabine therapy was added to the therapy. To evaluate the in-vivo influence of thalidomide on the transcriptome in CLL, paired GEP was performed in 20 cases at treatment start at day 0 (preTHAL) and prior to fludarabine treatment at day 7 (postTHAL) using HumanGenome U133 Plus2.0 Arrays according to the manufacturer's recommendations (Affymetrix; RNA was isolated from peripheral blood samples enriched for leukemic cells by Ficoll-density gradient centrifugation, percentage of leukemic cells > 90%). Fluorescence ratios were evaluated by both the GCOS software and normalized by applying the RMA algorithm using the BRB Array Tools software.",,40,GPL570,0
GSE37168,Expression data from chronic lymphocytic leukemia (CLL) tumors in two time points,"As part of a large genetic evolution study we also acquired 3'UTR expression arrays at two time points for the same 18 patients with CLL.
We have analysed the data to evaluate whether genetic evolution (somatic mutations and Somatic copy number alterations) also manifested at the transcriptome level, either globally, or at the level of pre-defined curated geneset that correspond to specfic evolving genetic lesions.","Samples were collected at two time points along the patients clinical course, with 13 patients having samples before treatment and at relapse, and 5 patients that were long term non progressors had sampling at two time points without intevening therapy.",,40,GPL570,0
GSE40837,A phase II study of adding the multikinase inhibitor sorafenib to endocrine therapy in patients with metastatic ER-positive breast cancer.,"Growth factor signaling and angiogenesis may promote endocrine-resistance in breast cancer and blocking these pathways can overcome resistance in preclinical models.  We conducted a phase-II study of adding the VEGFR/Ras/Raf/MAPK inhibitor sorafenib to endocrine therapy in metastatic ER-positive breast cancer, either upon progression or after maximal response with measurable residual disease. Tumor biopsies and serum were collected on days 1 and 28. Primary endpoint was response by RECIST after 3 months and secondary endpoints included safety, time to progression (TTP), and biomarker assessment. Planned sample size was 43 patients but the study closed after 11 patients because of slow accrual. 8 patients had progressive disease (PD) on entry and 3 had stable disease (SD). One patient with SD discontinued sorafenib after 2-weeks because of grade 3 rash. Of the 10 remaining patients after adding sorafenib, 7 had SD (70%), 3 had PD (30%) and median TTP was 6.1-months. Of the 8 patients who entered the study with PD on endocrine therapy, 5 converted to SD (62%) with a median TTP of 6.4-months. Notably, patients on tamoxifen had a median TTP of 8.4-months. The most common adverse events were hypophosphatemia, hypokalemia, and rash, and the majority were grade 1&2 with no grade 4 toxicities. There was a significant reduction in serum VEGFR2 and PDGFR-α on day-28 (p-values 0.0035 and 0.017, respectively). Both serum VEGF and sVEGFR-1 were increased on day-28, but the differences were not statistically significant (p-values 0.3223 and 0.084, respectively). Microarray analysis identified 32 suppressed genes with an FDR of <0.20 and at least a 2-fold change with no induced genes and 29 KEGG pathways were enriched on day-28.  Our study suggests that sorafenib can restore endocrine sensitivity, particularly tamoxifen, and this strategy of adding novel agents in patients progressing on endocrine therapy should be examined in future trials.","This was a single-institution, phase II study of adding sorafenib to existing endocrine therapy.  On study entry, eligible patients underwent serum sample collection and core biopsy of accessible disease (if applicable) on endocrine therapy and prior to starting sorafenib.  Serum and a second biopsy were then collected on day 28. Sorafenib dose was 400mg orally twice daily along with continuing the same endocrine agent.  Patients were followed monthly for clinical and toxicity evaluation. Disease response by RECIST criteria was assessed after 3 months by appropriate scans and these were obtained every 2 months thereafter until progression. Sorafenib and the endocrine agent were continued until disease progression or unacceptable toxicity",,8,GPL570,0
GSE24742,Effects of Rituximab on global gene expression profiles in the RA synovium,"Objective: Rituximab displays therapeutic benefits in the treatment of rheumatoid arthritis (RA) patients resistant to TNF blockade. However, the precise role of B cells in the pathogenesis of RA is still unknown. In this study we investigated the global molecular effects of rituximab in synovial biopsies obtained from anti-TNF resistant RA patients before and after administration of the drug.

Methods: Paired synovial biopsies were obtained from the affected knee of anti-TNF resistant RA patients before (T0) and 12 weeks after initiation of rituximab therapy (T12). Total RNA was extracted, labeled according to standard Affymetrix procedures and hybridized on GeneChip HGU133 Plus 2.0 slides. Immunohistochemistry and quantitative real-time PCR experiments were performed to confirm the differential expression of selected transcripts.

Results: According to paired Student’s t-tests, 549 out of 54,675 investigated probe sets were differentially expressed between T0 and T12. Pathway analysis revealed that genes down-regulated between T0 and T12 were significantly enriched in immunoglobulin genes, and genes involved in chemotaxis, leucocyte activation and immune responses (Gene Ontology annotations). By contrast, genes up-regulated between T0 and T12 were significantly enriched in transcripts involved in cell development (Gene Ontology annotation) and wound healing (GSEA). At baseline, higher synovial expression of immunoglobulin genes was associated with response to therapy.

Conclusion: Rituximab displays unique effects on global gene expression profiles in synovial tissue of RA patients. These observations open new perspectives in the understanding of the biological effects of the drug and in the selection of patients likely to benefit from this therapy.","Twenty patients with RA (17 women and 3 men, average age +/- SEM: 52,6+/-3,8 years) were included in the study. All patients met the American College of Rheumatology classification criteria for the diagnosis of RA. All patients had active disease at the time of tissue sampling and were resistant to TNF blockade. They all had erosive changes imaged on conventional x-rays of the hands and/or feet. All of them had a swollen knee at inclusion. Rituximab therapy was administrated at a dose of 1,000 mg IV at baseline (T0) and at week 2, together with 125 mg IV Methylprednisolone. Clinical parameters at baseline (T0) and 12 weeks after the initiation of therapy (T12) was evaluated using DAS(28)-CRP scores and clinical responses were assessed using EULAR response criteria. Synovial biopsies were obtained by needle-arthroscopy of an affected knee from all patients at T0 and T12. For each procedure, 4 to 8 synovial samples were kept overnight at 4°C in a RNA stabilizing solution (RNALater, Ambion, Applied Biosystems, TX, USA) and then stored at –80°C for later RNA extraction. The same amount of tissue was snap-frozen in liquid nitrogen and kept at –80°C for immunostaining experiments on frozen sections. The remaining material was fixed in 10% formaldehyde and paraffin embedded for conventional optical evaluation and immunostaining of selected markers. All the experiments (RNA extraction, histology, immunohistochemistry) were performed on at least 4 biopsies harvested during every procedure in order to correct for variations related to the potential heterogeneous distribution of synovial inflammation. The study was approved by the ethics committee of the Université catholique de Louvain and informed consent was obtained from all patients.

At least 1 µg total RNA could be extracted from 12 paired samples at T0 and T12 for further processing.",,24,GPL570,0
GSE82171,Expression data from primary breast tumors,"Expression data were used to predict  the activity status of diverse pathways, which were compared to Tamoxifen response
20 M1 breast cancer patients were evaluated for the activity of transcriptomic pathways.",Comparison of response to Tamoxifen,SubSeries of: GSE82173,20,GPL570,0
